	Code	Name
COG2333	R	General function prediction only
COG2334	T	Signal transduction mechanisms
COG2335	R	General function prediction only
COG2336	T	Signal transduction mechanisms
COG2337	V	Defense mechanisms
COG2339	T	Signal transduction mechanisms
COG2340	S	Function unknown
COG2342	G	Carbohydrate transport and metabolism
COG2343	S	Function unknown
COG2344	K	Transcription
COG2345	K	Transcription
COG2346	P	Inorganic ion transport and metabolism
COG2348	M	Cell wall/membrane/envelope biogenesis
COG2350	R	General function prediction only
COG2351	F	Nucleotide transport and metabolism
COG2352	C	Energy production and conversion
COG2353	R	General function prediction only
COG2354	S	Function unknown
COG2355	E	Amino acid transport and metabolism
COG2356	L	Replication, recombination and repair
COG2357	F	Nucleotide transport and metabolism
COG2357	T	Signal transduction mechanisms
COG2358	R	General function prediction only
COG2359	S	Function unknown
COG2360	O	Posttranslational modification, protein turnover, chaperones
COG2361	S	Function unknown
COG2362	E	Amino acid transport and metabolism
COG2363	S	Function unknown
COG2364	S	Function unknown
COG2365	T	Signal transduction mechanisms
COG2366	Q	Secondary metabolites biosynthesis, transport and catabolism
COG2367	V	Defense mechanisms
COG2368	Q	Secondary metabolites biosynthesis, transport and catabolism
COG2369	S	Function unknown
COG2370	O	Posttranslational modification, protein turnover, chaperones
COG2371	O	Posttranslational modification, protein turnover, chaperones
COG2372	P	Inorganic ion transport and metabolism
COG2373	R	General function prediction only
COG2374	R	General function prediction only
COG2375	P	Inorganic ion transport and metabolism
COG2376	G	Carbohydrate transport and metabolism
COG2377	M	Cell wall/membrane/envelope biogenesis
COG2378	K	Transcription
COG2379	G	Carbohydrate transport and metabolism
COG2380	S	Function unknown
COG2382	P	Inorganic ion transport and metabolism
COG2383	S	Function unknown
COG2384	J	Translation, ribosomal structure and biogenesis
COG2385	M	Cell wall/membrane/envelope biogenesis
COG2386	O	Posttranslational modification, protein turnover, chaperones
COG2388	R	General function prediction only
COG2389	S	Function unknown
COG2390	K	Transcription
COG2391	R	General function prediction only
COG2401	R	General function prediction only
COG2402	R	General function prediction only
COG2403	R	General function prediction only
COG2404	J	Translation, ribosomal structure and biogenesis
COG2404	T	Signal transduction mechanisms
COG2405	R	General function prediction only
COG2406	R	General function prediction only
COG2407	G	Carbohydrate transport and metabolism
COG2409	S	Function unknown
COG2410	R	General function prediction only
COG2411	S	Function unknown
COG2412	S	Function unknown
COG2413	R	General function prediction only
COG2414	C	Energy production and conversion
COG2419	J	Translation, ribosomal structure and biogenesis
COG2421	C	Energy production and conversion
COG2423	E	Amino acid transport and metabolism
COG2425	S	Function unknown
COG2426	S	Function unknown
COG2427	S	Function unknown
COG2428	J	Translation, ribosomal structure and biogenesis
COG2429	F	Nucleotide transport and metabolism
COG2430	S	Function unknown
COG2431	S	Function unknown
COG2433	R	General function prediction only
COG2440	C	Energy production and conversion
COG2441	R	General function prediction only
COG2442	S	Function unknown
COG2443	U	Intracellular trafficking, secretion, and vesicular transport
COG2445	S	Function unknown
COG2450	D	Cell cycle control, cell division, chromosome partitioning
COG2451	J	Translation, ribosomal structure and biogenesis
COG2452	X	Mobilome: prophages, transposons
COG2453	T	Signal transduction mechanisms
COG2454	S	Function unknown
COG2456	S	Function unknown
COG2457	S	Function unknown
COG2461	S	Function unknown
COG2469	S	Function unknown
COG2501	J	Translation, ribosomal structure and biogenesis
COG2502	E	Amino acid transport and metabolism
COG2503	R	General function prediction only
COG2508	K	Transcription
COG2509	R	General function prediction only
COG2510	S	Function unknown
COG2511	J	Translation, ribosomal structure and biogenesis
COG2512	S	Function unknown
COG2513	G	Carbohydrate transport and metabolism
COG2514	Q	Secondary metabolites biosynthesis, transport and catabolism
COG2515	E	Amino acid transport and metabolism
COG2516	R	General function prediction only
COG2517	R	General function prediction only
COG2518	O	Posttranslational modification, protein turnover, chaperones
COG2519	J	Translation, ribosomal structure and biogenesis
COG2520	J	Translation, ribosomal structure and biogenesis
COG2521	R	General function prediction only
COG2522	R	General function prediction only
COG2524	K	Transcription
COG2602	V	Defense mechanisms
COG2603	J	Translation, ribosomal structure and biogenesis
COG2604	S	Function unknown
COG2605	R	General function prediction only
COG2606	J	Translation, ribosomal structure and biogenesis
COG2607	R	General function prediction only
COG2608	P	Inorganic ion transport and metabolism
COG2609	C	Energy production and conversion
COG2610	G	Carbohydrate transport and metabolism
COG2610	R	General function prediction only
COG2703	T	Signal transduction mechanisms
COG2704	G	Carbohydrate transport and metabolism
COG2706	G	Carbohydrate transport and metabolism
COG2707	S	Function unknown
COG2710	P	Inorganic ion transport and metabolism
COG2715	R	General function prediction only
COG2716	E	Amino acid transport and metabolism
COG2717	C	Energy production and conversion
COG2718	R	General function prediction only
COG2719	D	Cell cycle control, cell division, chromosome partitioning
COG2720	V	Defense mechanisms
COG2721	G	Carbohydrate transport and metabolism
COG2723	G	Carbohydrate transport and metabolism
COG2730	G	Carbohydrate transport and metabolism
COG2731	G	Carbohydrate transport and metabolism
COG2732	K	Transcription
COG2733	S	Function unknown
COG2738	O	Posttranslational modification, protein turnover, chaperones
COG2739	K	Transcription
COG2740	R	General function prediction only
COG2746	V	Defense mechanisms
COG2747	K	Transcription
COG2747	N	Cell motility
COG2755	E	Amino acid transport and metabolism
COG2759	F	Nucleotide transport and metabolism
COG2761	O	Posttranslational modification, protein turnover, chaperones
COG2764	R	General function prediction only
COG2766	T	Signal transduction mechanisms
COG2768	S	Function unknown
COG2770	T	Signal transduction mechanisms
COG2771	K	Transcription
COG2801	X	Mobilome: prophages, transposons
COG2802	S	Function unknown
COG2804	N	Cell motility
COG2804	U	Intracellular trafficking, secretion, and vesicular transport
COG2804	W	Extracellular structures
COG2805	N	Cell motility
COG2805	W	Extracellular structures
COG2807	P	Inorganic ion transport and metabolism
COG2808	T	Signal transduction mechanisms
COG2810	V	Defense mechanisms
COG2811	C	Energy production and conversion
COG2812	L	Replication, recombination and repair
COG2813	J	Translation, ribosomal structure and biogenesis
COG2814	G	Carbohydrate transport and metabolism
COG2815	M	Cell wall/membrane/envelope biogenesis
COG2816	F	Nucleotide transport and metabolism
COG2818	L	Replication, recombination and repair
COG2819	R	General function prediction only
COG2820	F	Nucleotide transport and metabolism
COG2821	M	Cell wall/membrane/envelope biogenesis
COG2822	P	Inorganic ion transport and metabolism
COG2823	S	Function unknown
COG2824	K	Transcription
COG2825	M	Cell wall/membrane/envelope biogenesis
COG2825	O	Posttranslational modification, protein turnover, chaperones
COG2826	X	Mobilome: prophages, transposons
COG2827	L	Replication, recombination and repair
COG2828	C	Energy production and conversion
COG2829	M	Cell wall/membrane/envelope biogenesis
COG2830	S	Function unknown
COG2831	U	Intracellular trafficking, secretion, and vesicular transport
COG2832	S	Function unknown
COG2833	S	Function unknown
COG2834	M	Cell wall/membrane/envelope biogenesis
COG2835	S	Function unknown
COG2836	P	Inorganic ion transport and metabolism
COG2837	P	Inorganic ion transport and metabolism
COG2838	C	Energy production and conversion
COG2839	S	Function unknown
COG2840	L	Replication, recombination and repair
COG2841	S	Function unknown
COG2842	X	Mobilome: prophages, transposons
COG2843	M	Cell wall/membrane/envelope biogenesis
COG2844	O	Posttranslational modification, protein turnover, chaperones
COG2844	T	Signal transduction mechanisms
COG2845	S	Function unknown
COG2846	O	Posttranslational modification, protein turnover, chaperones
COG2847	P	Inorganic ion transport and metabolism
COG2848	D	Cell cycle control, cell division, chromosome partitioning
COG2849	V	Defense mechanisms
COG2850	J	Translation, ribosomal structure and biogenesis
COG2851	C	Energy production and conversion
COG2852	L	Replication, recombination and repair
COG2853	M	Cell wall/membrane/envelope biogenesis
COG2854	I	Lipid transport and metabolism
COG2855	S	Function unknown
COG2856	E	Amino acid transport and metabolism
COG2857	C	Energy production and conversion
COG2859	S	Function unknown
COG2860	S	Function unknown
COG2861	G	Carbohydrate transport and metabolism
COG2862	S	Function unknown
COG2863	C	Energy production and conversion
COG2864	C	Energy production and conversion
COG2865	K	Transcription
COG2866	M	Cell wall/membrane/envelope biogenesis
COG2867	J	Translation, ribosomal structure and biogenesis
COG2868	S	Function unknown
COG2869	C	Energy production and conversion
COG2870	M	Cell wall/membrane/envelope biogenesis
COG2871	C	Energy production and conversion
COG2872	J	Translation, ribosomal structure and biogenesis
COG2873	E	Amino acid transport and metabolism
COG2874	N	Cell motility
COG2875	H	Coenzyme transport and metabolism
COG2876	E	Amino acid transport and metabolism
COG2877	M	Cell wall/membrane/envelope biogenesis
COG2878	C	Energy production and conversion
COG2879	S	Function unknown
COG2880	R	General function prediction only
COG2881	S	Function unknown
COG2882	N	Cell motility
COG2884	D	Cell cycle control, cell division, chromosome partitioning
COG2885	M	Cell wall/membrane/envelope biogenesis
COG2886	R	General function prediction only
COG2887	L	Replication, recombination and repair
COG2888	R	General function prediction only
COG2890	J	Translation, ribosomal structure and biogenesis
COG2891	M	Cell wall/membrane/envelope biogenesis
COG2892	J	Translation, ribosomal structure and biogenesis
COG2893	G	Carbohydrate transport and metabolism
COG2894	D	Cell cycle control, cell division, chromosome partitioning
COG2895	P	Inorganic ion transport and metabolism
COG2896	H	Coenzyme transport and metabolism
COG2897	P	Inorganic ion transport and metabolism
COG2898	S	Function unknown
COG2899	S	Function unknown
COG2900	S	Function unknown
COG2901	K	Transcription
COG2902	E	Amino acid transport and metabolism
COG2904	J	Translation, ribosomal structure and biogenesis
COG2905	T	Signal transduction mechanisms
COG2906	P	Inorganic ion transport and metabolism
COG2907	R	General function prediction only
COG2908	M	Cell wall/membrane/envelope biogenesis
COG2909	K	Transcription
COG2910	R	General function prediction only
COG2911	U	Intracellular trafficking, secretion, and vesicular transport
COG2912	T	Signal transduction mechanisms
COG2913	M	Cell wall/membrane/envelope biogenesis
COG2914	V	Defense mechanisms
COG2915	X	Mobilome: prophages, transposons
COG2915	T	Signal transduction mechanisms
COG2916	K	Transcription
COG2917	D	Cell cycle control, cell division, chromosome partitioning
COG2918	H	Coenzyme transport and metabolism
COG2919	D	Cell cycle control, cell division, chromosome partitioning
COG2920	P	Inorganic ion transport and metabolism
COG2921	T	Signal transduction mechanisms
COG2922	S	Function unknown
COG2923	P	Inorganic ion transport and metabolism
COG2924	P	Inorganic ion transport and metabolism
COG2924	O	Posttranslational modification, protein turnover, chaperones
COG2925	L	Replication, recombination and repair
COG2926	S	Function unknown
COG2927	L	Replication, recombination and repair
COG2928	S	Function unknown
COG2929	S	Function unknown
COG2930	I	Lipid transport and metabolism
COG2931	Q	Secondary metabolites biosynthesis, transport and catabolism
COG2932	X	Mobilome: prophages, transposons
COG2933	J	Translation, ribosomal structure and biogenesis
COG2935	O	Posttranslational modification, protein turnover, chaperones
COG2936	R	General function prediction only
COG2937	I	Lipid transport and metabolism
COG2938	O	Posttranslational modification, protein turnover, chaperones
COG2939	E	Amino acid transport and metabolism
COG2940	R	General function prediction only
COG2941	H	Coenzyme transport and metabolism
COG2942	G	Carbohydrate transport and metabolism
COG2943	M	Cell wall/membrane/envelope biogenesis
COG2943	G	Carbohydrate transport and metabolism
COG2944	K	Transcription
COG2945	R	General function prediction only
COG2946	L	Replication, recombination and repair
COG2947	R	General function prediction only
COG2948	U	Intracellular trafficking, secretion, and vesicular transport
COG2949	M	Cell wall/membrane/envelope biogenesis
COG2951	M	Cell wall/membrane/envelope biogenesis
COG2952	S	Function unknown
COG2954	R	General function prediction only
COG2956	M	Cell wall/membrane/envelope biogenesis
COG2957	E	Amino acid transport and metabolism
COG2958	S	Function unknown
COG2959	S	Function unknown
COG2960	S	Function unknown
COG2961	J	Translation, ribosomal structure and biogenesis
COG2962	S	Function unknown
COG2963	X	Mobilome: prophages, transposons
COG2964	K	Transcription
COG2965	L	Replication, recombination and repair
COG2966	S	Function unknown
COG2967	P	Inorganic ion transport and metabolism
COG2968	S	Function unknown
COG2969	R	General function prediction only
COG2971	G	Carbohydrate transport and metabolism
COG2972	T	Signal transduction mechanisms
COG2973	K	Transcription
COG2974	L	Replication, recombination and repair
COG2975	O	Posttranslational modification, protein turnover, chaperones
COG2976	T	Signal transduction mechanisms
COG2977	Q	Secondary metabolites biosynthesis, transport and catabolism
COG2978	H	Coenzyme transport and metabolism
COG2979	S	Function unknown
COG2980	M	Cell wall/membrane/envelope biogenesis
COG2981	E	Amino acid transport and metabolism
COG2982	M	Cell wall/membrane/envelope biogenesis
COG2983	S	Function unknown
COG2984	R	General function prediction only
COG2985	R	General function prediction only
COG2986	E	Amino acid transport and metabolism
COG2987	E	Amino acid transport and metabolism
COG2988	E	Amino acid transport and metabolism
COG2989	M	Cell wall/membrane/envelope biogenesis
COG2990	S	Function unknown
COG2991	S	Function unknown
COG2992	R	General function prediction only
COG2993	C	Energy production and conversion
COG2994	O	Posttranslational modification, protein turnover, chaperones
COG2995	S	Function unknown
COG2996	R	General function prediction only
COG2998	P	Inorganic ion transport and metabolism
COG2999	O	Posttranslational modification, protein turnover, chaperones
COG3000	I	Lipid transport and metabolism
COG3001	G	Carbohydrate transport and metabolism
COG3002	S	Function unknown
COG3004	C	Energy production and conversion
COG3004	P	Inorganic ion transport and metabolism
COG3005	C	Energy production and conversion
COG3006	D	Cell cycle control, cell division, chromosome partitioning
COG3007	I	Lipid transport and metabolism
COG3008	S	Function unknown
COG3009	S	Function unknown
COG3010	G	Carbohydrate transport and metabolism
COG3011	R	General function prediction only
COG3012	S	Function unknown
COG3013	S	Function unknown
COG3014	S	Function unknown
COG3015	M	Cell wall/membrane/envelope biogenesis
COG3015	V	Defense mechanisms
COG3016	S	Function unknown
COG3017	M	Cell wall/membrane/envelope biogenesis
COG3018	S	Function unknown
COG3019	S	Function unknown
COG3021	R	General function prediction only
COG3022	P	Inorganic ion transport and metabolism
COG3023	M	Cell wall/membrane/envelope biogenesis
COG3024	L	Replication, recombination and repair
COG3025	P	Inorganic ion transport and metabolism
COG3026	T	Signal transduction mechanisms
COG3027	D	Cell cycle control, cell division, chromosome partitioning
COG3028	J	Translation, ribosomal structure and biogenesis
COG3029	C	Energy production and conversion
COG3030	R	General function prediction only
COG3031	U	Intracellular trafficking, secretion, and vesicular transport
COG3033	E	Amino acid transport and metabolism
COG3034	M	Cell wall/membrane/envelope biogenesis
COG3036	J	Translation, ribosomal structure and biogenesis
COG3037	G	Carbohydrate transport and metabolism
COG3038	C	Energy production and conversion
COG3039	X	Mobilome: prophages, transposons
COG3040	M	Cell wall/membrane/envelope biogenesis
COG3041	J	Translation, ribosomal structure and biogenesis
COG3042	R	General function prediction only
COG3043	C	Energy production and conversion
COG3043	P	Inorganic ion transport and metabolism
COG3044	R	General function prediction only
COG3045	T	Signal transduction mechanisms
COG3046	R	General function prediction only
COG3047	M	Cell wall/membrane/envelope biogenesis
COG3048	E	Amino acid transport and metabolism
COG3049	M	Cell wall/membrane/envelope biogenesis
COG3049	R	General function prediction only
COG3050	L	Replication, recombination and repair
COG3051	C	Energy production and conversion
COG3052	C	Energy production and conversion
COG3053	C	Energy production and conversion
COG3054	R	General function prediction only
COG3055	M	Cell wall/membrane/envelope biogenesis
COG3056	S	Function unknown
COG3057	L	Replication, recombination and repair
COG3058	C	Energy production and conversion
COG3058	O	Posttranslational modification, protein turnover, chaperones
COG3059	S	Function unknown
COG3060	K	Transcription
COG3060	E	Amino acid transport and metabolism
COG3061	S	Function unknown
COG3062	O	Posttranslational modification, protein turnover, chaperones
COG3063	N	Cell motility
COG3063	W	Extracellular structures
COG3064	M	Cell wall/membrane/envelope biogenesis
COG3065	M	Cell wall/membrane/envelope biogenesis
COG3066	L	Replication, recombination and repair
COG3067	C	Energy production and conversion
COG3067	P	Inorganic ion transport and metabolism
COG3068	S	Function unknown
COG3069	C	Energy production and conversion
COG3070	K	Transcription
COG3071	S	Function unknown
COG3072	F	Nucleotide transport and metabolism
COG3073	T	Signal transduction mechanisms
COG3074	D	Cell cycle control, cell division, chromosome partitioning
COG3075	E	Amino acid transport and metabolism
COG3076	J	Translation, ribosomal structure and biogenesis
COG3077	V	Defense mechanisms
COG3078	J	Translation, ribosomal structure and biogenesis
COG3079	S	Function unknown
COG3080	C	Energy production and conversion
COG3081	S	Function unknown
COG3082	S	Function unknown
COG3083	M	Cell wall/membrane/envelope biogenesis
COG3084	S	Function unknown
COG3085	S	Function unknown
COG3086	T	Signal transduction mechanisms
COG3087	D	Cell cycle control, cell division, chromosome partitioning
COG3088	C	Energy production and conversion
COG3088	O	Posttranslational modification, protein turnover, chaperones
COG3089	S	Function unknown
COG3090	G	Carbohydrate transport and metabolism
COG3091	R	General function prediction only
COG3092	S	Function unknown
COG3093	V	Defense mechanisms
COG3094	S	Function unknown
COG3095	D	Cell cycle control, cell division, chromosome partitioning
COG3096	D	Cell cycle control, cell division, chromosome partitioning
COG3097	S	Function unknown
COG3098	S	Function unknown
COG3099	S	Function unknown
COG3100	S	Function unknown
COG3101	J	Translation, ribosomal structure and biogenesis
COG3102	R	General function prediction only
COG3103	R	General function prediction only
COG3104	E	Amino acid transport and metabolism
COG3105	S	Function unknown
COG3106	R	General function prediction only
COG3107	M	Cell wall/membrane/envelope biogenesis
COG3108	S	Function unknown
COG3109	T	Signal transduction mechanisms
COG3110	S	Function unknown
COG3111	S	Function unknown
COG3112	S	Function unknown
COG3113	M	Cell wall/membrane/envelope biogenesis
COG3114	U	Intracellular trafficking, secretion, and vesicular transport
COG3115	D	Cell cycle control, cell division, chromosome partitioning
COG3116	D	Cell cycle control, cell division, chromosome partitioning
COG3117	M	Cell wall/membrane/envelope biogenesis
COG3118	O	Posttranslational modification, protein turnover, chaperones
COG3119	P	Inorganic ion transport and metabolism
COG3120	L	Replication, recombination and repair
COG3121	W	Extracellular structures
COG3122	S	Function unknown
COG3123	S	Function unknown
COG3124	I	Lipid transport and metabolism
COG3125	C	Energy production and conversion
COG3126	S	Function unknown
COG3127	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3128	R	General function prediction only
COG3129	J	Translation, ribosomal structure and biogenesis
COG3130	J	Translation, ribosomal structure and biogenesis
COG3131	M	Cell wall/membrane/envelope biogenesis
COG3132	S	Function unknown
COG3133	M	Cell wall/membrane/envelope biogenesis
COG3134	S	Function unknown
COG3135	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3136	S	Function unknown
COG3137	M	Cell wall/membrane/envelope biogenesis
COG3138	E	Amino acid transport and metabolism
COG3139	S	Function unknown
COG3140	S	Function unknown
COG3141	L	Replication, recombination and repair
COG3142	P	Inorganic ion transport and metabolism
COG3143	N	Cell motility
COG3143	T	Signal transduction mechanisms
COG3144	N	Cell motility
COG3145	L	Replication, recombination and repair
COG3146	R	General function prediction only
COG3147	D	Cell cycle control, cell division, chromosome partitioning
COG3148	S	Function unknown
COG3149	U	Intracellular trafficking, secretion, and vesicular transport
COG3150	R	General function prediction only
COG3151	S	Function unknown
COG3152	S	Function unknown
COG3153	R	General function prediction only
COG3154	I	Lipid transport and metabolism
COG3155	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3156	U	Intracellular trafficking, secretion, and vesicular transport
COG3157	U	Intracellular trafficking, secretion, and vesicular transport
COG3158	P	Inorganic ion transport and metabolism
COG3159	S	Function unknown
COG3160	K	Transcription
COG3161	H	Coenzyme transport and metabolism
COG3162	S	Function unknown
COG3164	S	Function unknown
COG3165	H	Coenzyme transport and metabolism
COG3166	N	Cell motility
COG3166	W	Extracellular structures
COG3167	N	Cell motility
COG3167	W	Extracellular structures
COG3168	N	Cell motility
COG3168	W	Extracellular structures
COG3169	S	Function unknown
COG3170	N	Cell motility
COG3170	W	Extracellular structures
COG3171	S	Function unknown
COG3172	H	Coenzyme transport and metabolism
COG3173	R	General function prediction only
COG3174	S	Function unknown
COG3175	C	Energy production and conversion
COG3175	O	Posttranslational modification, protein turnover, chaperones
COG3176	R	General function prediction only
COG3177	K	Transcription
COG3178	R	General function prediction only
COG3179	R	General function prediction only
COG3180	R	General function prediction only
COG3181	C	Energy production and conversion
COG3182	S	Function unknown
COG3183	V	Defense mechanisms
COG3184	S	Function unknown
COG3185	E	Amino acid transport and metabolism
COG3185	R	General function prediction only
COG3186	E	Amino acid transport and metabolism
COG3187	O	Posttranslational modification, protein turnover, chaperones
COG3188	N	Cell motility
COG3188	W	Extracellular structures
COG3189	S	Function unknown
COG3190	N	Cell motility
COG3191	E	Amino acid transport and metabolism
COG3191	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3192	E	Amino acid transport and metabolism
COG3193	S	Function unknown
COG3194	F	Nucleotide transport and metabolism
COG3195	F	Nucleotide transport and metabolism
COG3196	S	Function unknown
COG3197	P	Inorganic ion transport and metabolism
COG3198	S	Function unknown
COG3199	F	Nucleotide transport and metabolism
COG3200	E	Amino acid transport and metabolism
COG3201	H	Coenzyme transport and metabolism
COG3202	C	Energy production and conversion
COG3203	M	Cell wall/membrane/envelope biogenesis
COG3204	S	Function unknown
COG3205	S	Function unknown
COG3206	M	Cell wall/membrane/envelope biogenesis
COG3207	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3208	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3209	R	General function prediction only
COG3210	U	Intracellular trafficking, secretion, and vesicular transport
COG3211	R	General function prediction only
COG3212	S	Function unknown
COG3213	V	Defense mechanisms
COG3214	R	General function prediction only
COG3215	N	Cell motility
COG3215	W	Extracellular structures
COG3216	S	Function unknown
COG3217	R	General function prediction only
COG3218	R	General function prediction only
COG3219	S	Function unknown
COG3220	S	Function unknown
COG3221	P	Inorganic ion transport and metabolism
COG3222	S	Function unknown
COG3223	R	General function prediction only
COG3224	R	General function prediction only
COG3225	N	Cell motility
COG3226	K	Transcription
COG3227	O	Posttranslational modification, protein turnover, chaperones
COG3228	T	Signal transduction mechanisms
COG3230	P	Inorganic ion transport and metabolism
COG3231	J	Translation, ribosomal structure and biogenesis
COG3232	E	Amino acid transport and metabolism
COG3233	R	General function prediction only
COG3234	S	Function unknown
COG3235	S	Function unknown
COG3236	O	Posttranslational modification, protein turnover, chaperones
COG3237	S	Function unknown
COG3238	S	Function unknown
COG3239	I	Lipid transport and metabolism
COG3240	I	Lipid transport and metabolism
COG3240	R	General function prediction only
COG3241	C	Energy production and conversion
COG3242	S	Function unknown
COG3243	I	Lipid transport and metabolism
COG3245	C	Energy production and conversion
COG3246	S	Function unknown
COG3247	S	Function unknown
COG3248	M	Cell wall/membrane/envelope biogenesis
COG3249	S	Function unknown
COG3250	G	Carbohydrate transport and metabolism
COG3251	S	Function unknown
COG3252	H	Coenzyme transport and metabolism
COG3253	P	Inorganic ion transport and metabolism
COG3254	M	Cell wall/membrane/envelope biogenesis
COG3255	I	Lipid transport and metabolism
COG3256	P	Inorganic ion transport and metabolism
COG3257	S	Function unknown
COG3258	C	Energy production and conversion
COG3259	C	Energy production and conversion
COG3260	C	Energy production and conversion
COG3261	C	Energy production and conversion
COG3262	C	Energy production and conversion
COG3263	C	Energy production and conversion
COG3263	P	Inorganic ion transport and metabolism
COG3264	M	Cell wall/membrane/envelope biogenesis
COG3265	G	Carbohydrate transport and metabolism
COG3266	D	Cell cycle control, cell division, chromosome partitioning
COG3267	U	Intracellular trafficking, secretion, and vesicular transport
COG3268	S	Function unknown
COG3269	R	General function prediction only
COG3270	J	Translation, ribosomal structure and biogenesis
COG3271	R	General function prediction only
COG3272	S	Function unknown
COG3273	S	Function unknown
COG3274	M	Cell wall/membrane/envelope biogenesis
COG3275	T	Signal transduction mechanisms
COG3276	J	Translation, ribosomal structure and biogenesis
COG3277	J	Translation, ribosomal structure and biogenesis
COG3278	C	Energy production and conversion
COG3279	K	Transcription
COG3279	T	Signal transduction mechanisms
COG3280	G	Carbohydrate transport and metabolism
COG3281	G	Carbohydrate transport and metabolism
COG3283	K	Transcription
COG3283	E	Amino acid transport and metabolism
COG3284	K	Transcription
COG3285	L	Replication, recombination and repair
COG3286	S	Function unknown
COG3287	S	Function unknown
COG3288	C	Energy production and conversion
COG3290	T	Signal transduction mechanisms
COG3291	S	Function unknown
COG3292	T	Signal transduction mechanisms
COG3293	X	Mobilome: prophages, transposons
COG3294	R	General function prediction only
COG3295	S	Function unknown
COG3296	S	Function unknown
COG3297	U	Intracellular trafficking, secretion, and vesicular transport
COG3298	L	Replication, recombination and repair
COG3299	X	Mobilome: prophages, transposons
COG3300	T	Signal transduction mechanisms
COG3301	P	Inorganic ion transport and metabolism
COG3302	C	Energy production and conversion
COG3303	P	Inorganic ion transport and metabolism
COG3304	S	Function unknown
COG3305	S	Function unknown
COG3306	M	Cell wall/membrane/envelope biogenesis
COG3307	M	Cell wall/membrane/envelope biogenesis
COG3308	S	Function unknown
COG3309	S	Function unknown
COG3310	S	Function unknown
COG3311	K	Transcription
COG3311	X	Mobilome: prophages, transposons
COG3312	C	Energy production and conversion
COG3313	R	General function prediction only
COG3314	S	Function unknown
COG3315	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3316	X	Mobilome: prophages, transposons
COG3317	S	Function unknown
COG3318	S	Function unknown
COG3319	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3320	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3321	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3322	T	Signal transduction mechanisms
COG3323	S	Function unknown
COG3324	R	General function prediction only
COG3325	G	Carbohydrate transport and metabolism
COG3326	S	Function unknown
COG3327	K	Transcription
COG3328	X	Mobilome: prophages, transposons
COG3329	S	Function unknown
COG3330	S	Function unknown
COG3331	R	General function prediction only
COG3332	S	Function unknown
COG3333	R	General function prediction only
COG3334	N	Cell motility
COG3335	X	Mobilome: prophages, transposons
COG3336	C	Energy production and conversion
COG3336	O	Posttranslational modification, protein turnover, chaperones
COG3337	V	Defense mechanisms
COG3338	P	Inorganic ion transport and metabolism
COG3339	S	Function unknown
COG3340	E	Amino acid transport and metabolism
COG3341	R	General function prediction only
COG3342	R	General function prediction only
COG3343	K	Transcription
COG3344	X	Mobilome: prophages, transposons
COG3345	G	Carbohydrate transport and metabolism
COG3346	O	Posttranslational modification, protein turnover, chaperones
COG3347	G	Carbohydrate transport and metabolism
COG3349	R	General function prediction only
COG3350	S	Function unknown
COG3351	N	Cell motility
COG3352	N	Cell motility
COG3353	N	Cell motility
COG3354	N	Cell motility
COG3355	K	Transcription
COG3356	I	Lipid transport and metabolism
COG3357	K	Transcription
COG3358	S	Function unknown
COG3359	R	General function prediction only
COG3360	R	General function prediction only
COG3361	S	Function unknown
COG3363	F	Nucleotide transport and metabolism
COG3364	R	General function prediction only
COG3365	S	Function unknown
COG3366	S	Function unknown
COG3367	R	General function prediction only
COG3368	R	General function prediction only
COG3369	S	Function unknown
COG3370	S	Function unknown
COG3371	S	Function unknown
COG3372	R	General function prediction only
COG3373	K	Transcription
COG3374	S	Function unknown
COG3375	R	General function prediction only
COG3376	P	Inorganic ion transport and metabolism
COG3377	S	Function unknown
COG3378	X	Mobilome: prophages, transposons
COG3379	R	General function prediction only
COG3380	R	General function prediction only
COG3381	O	Posttranslational modification, protein turnover, chaperones
COG3382	R	General function prediction only
COG3383	R	General function prediction only
COG3384	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3385	X	Mobilome: prophages, transposons
COG3386	G	Carbohydrate transport and metabolism
COG3387	G	Carbohydrate transport and metabolism
COG3388	K	Transcription
COG3389	O	Posttranslational modification, protein turnover, chaperones
COG3390	L	Replication, recombination and repair
COG3391	R	General function prediction only
COG3392	L	Replication, recombination and repair
COG3393	R	General function prediction only
COG3394	S	Function unknown
COG3395	S	Function unknown
COG3396	Q	Secondary metabolites biosynthesis, transport and catabolism
COG3397	R	General function prediction only
COG3398	K	Transcription
COG3399	S	Function unknown
COG3400	S	Function unknown
COG3401	R	General function prediction only
COG3402	S	Function unknown
COG3403	S	Function unknown
COG3404	E	Amino acid transport and metabolism
COG3405	G	Carbohydrate transport and metabolism
COG3407	I	Lipid transport and metabolism
COG3408	G	Carbohydrate transport and metabolism
