term	name	hierarchy
GO:0051191	prosthetic group biosynthetic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process
GO:0003678	DNA helicase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|helicase activity
GO:0016647	oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the CH-NH group of donors
GO:0004767	sphingomyelin phosphodiesterase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|lipase activity|phospholipase activity
GO:0004767	sphingomyelin phosphodiesterase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|phosphoric ester hydrolase activity|phosphoric diester hydrolase activity
GO:0007010	cytoskeleton organization	biological_process|cellular process|cellular component organization|organelle organization
GO:0006084	acetyl-CoA metabolic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|coenzyme metabolic process|acyl-CoA metabolic process
GO:0006084	acetyl-CoA metabolic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|coenzyme metabolic process|acyl-CoA metabolic process
GO:0008678	2-deoxy-D-gluconate 3-dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0003785	actin monomer binding	molecular_function|binding|protein binding|cytoskeletal protein binding|actin binding
GO:0019012	virion	cellular_component
GO:0042952	beta-ketoadipate pathway	biological_process|metabolic process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic compound catabolic process
GO:0042952	beta-ketoadipate pathway	biological_process|cellular process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic compound catabolic process
GO:0051082	unfolded protein binding	molecular_function|binding|protein binding
GO:0016746	transferase activity, transferring acyl groups	molecular_function|catalytic activity|transferase activity
GO:0004637	phosphoribosylamine-glycine ligase activity	molecular_function|catalytic activity|ligase activity|ligase activity, forming carbon-nitrogen bonds
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0005185	neurohypophyseal hormone activity	molecular_function|binding|protein binding|receptor binding|hormone activity|neuropeptide hormone activity
GO:0004411	homogentisate 1,2-dioxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|dioxygenase activity|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0004411	homogentisate 1,2-dioxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0004496	mevalonate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0004496	mevalonate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0008838	diaminopropionate ammonia-lyase activity	molecular_function|catalytic activity|lyase activity|carbon-nitrogen lyase activity|ammonia-lyase activity
GO:0008966	phosphoglucosamine mutase activity	molecular_function|catalytic activity|isomerase activity|intramolecular transferase activity|intramolecular transferase activity, phosphotransferases
GO:0031072	heat shock protein binding	molecular_function|binding|protein binding
GO:0006099	tricarboxylic acid cycle	biological_process|metabolic process|primary metabolic process
GO:0004499	N,N-dimethylaniline monooxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0004499	N,N-dimethylaniline monooxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|monooxygenase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0008943	obsolete glyceraldehyde-3-phosphate dehydrogenase activity	
GO:0004044	amidophosphoribosyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring pentosyl groups
GO:0009987	cellular process	biological_process
GO:0016872	intramolecular lyase activity	molecular_function|catalytic activity|isomerase activity
GO:0008113	peptide-methionine (S)-S-oxide reductase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors|oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
GO:0006545	glycine biosynthetic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid biosynthetic process
GO:0015666	restriction endodeoxyribonuclease activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|endonuclease activity|endodeoxyribonuclease activity
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function|catalytic activity|oxidoreductase activity
GO:0051007	squalene-hopene cyclase activity	molecular_function|catalytic activity|isomerase activity|intramolecular transferase activity
GO:0006420	arginyl-tRNA aminoacylation	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|amino acid activation|tRNA aminoacylation|tRNA aminoacylation for protein translation
GO:0006768	biotin metabolic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process
GO:0006768	biotin metabolic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process
GO:0004871	signal transducer activity	molecular_function
GO:0016715	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0016715	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	molecular_function|catalytic activity|oxidoreductase activity|monooxygenase activity
GO:0070402	NADPH binding	molecular_function|binding|cofactor binding|coenzyme binding|NADP binding
GO:0070402	NADPH binding	molecular_function|binding|small molecule binding|nucleotide binding|NADP binding
GO:0051068	dihydrolipoamide metabolic process	biological_process|metabolic process|cellular metabolic process|sulfur compound metabolic process
GO:0051068	dihydrolipoamide metabolic process	biological_process|cellular process|cellular metabolic process|sulfur compound metabolic process
GO:0051068	dihydrolipoamide metabolic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process
GO:0051068	dihydrolipoamide metabolic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process
GO:0016301	kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups
GO:0043495	protein anchor	molecular_function|binding|protein binding
GO:0004714	transmembrane receptor protein tyrosine kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity|protein kinase activity|protein tyrosine kinase activity
GO:0004714	transmembrane receptor protein tyrosine kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity|protein kinase activity|protein tyrosine kinase activity
GO:0004039	allophanate hydrolase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0019478	D-amino acid catabolic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|D-amino acid metabolic process
GO:0019478	D-amino acid catabolic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid catabolic process
GO:0018659	4-hydroxybenzoate 3-monooxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0018659	4-hydroxybenzoate 3-monooxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|monooxygenase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0008094	DNA-dependent ATPase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|ATPase activity|ATPase activity, coupled
GO:0009099	valine biosynthetic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid biosynthetic process
GO:0004336	galactosylceramidase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on glycosyl bonds|hydrolase activity, hydrolyzing O-glycosyl compounds
GO:0051087	chaperone binding	molecular_function|binding|protein binding
GO:0018822	nitrile hydratase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|hydro-lyase activity
GO:0009009	site-specific recombinase activity	molecular_function|catalytic activity
GO:0004422	hypoxanthine phosphoribosyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring pentosyl groups
GO:0050451	CoA-disulfide reductase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors|disulfide oxidoreductase activity
GO:0050451	CoA-disulfide reductase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on NAD(P)H|oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0050451	CoA-disulfide reductase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on NAD(P)H|oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0008660	1-aminocyclopropane-1-carboxylate deaminase activity	molecular_function|catalytic activity|deaminase activity
GO:0008660	1-aminocyclopropane-1-carboxylate deaminase activity	molecular_function|catalytic activity|deaminase activity
GO:0046789	host cell surface receptor binding	molecular_function|binding|protein binding|receptor binding
GO:0046789	host cell surface receptor binding	molecular_function|binding|host cell surface binding
GO:0009381	excinuclease ABC activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|endonuclease activity|endodeoxyribonuclease activity
GO:0016462	pyrophosphatase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0006567	threonine catabolic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid catabolic process
GO:0006525	arginine metabolic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process
GO:0006592	ornithine biosynthetic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid biosynthetic process
GO:0009017	succinylglutamate desuccinylase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0008864	formyltetrahydrofolate deformylase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0003840	gamma-glutamyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring amino-acyl groups
GO:0004601	peroxidase activity	molecular_function|antioxidant activity
GO:0000166	nucleotide binding	molecular_function|binding|small molecule binding
GO:0034453	microtubule anchoring	biological_process|cellular process|cellular component organization|organelle organization|cytoskeleton organization|microtubule cytoskeleton organization
GO:0016298	lipase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds
GO:0071704	organic substance metabolic process	biological_process|metabolic process
GO:0016755	transferase activity, transferring amino-acyl groups	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups
GO:0015414	ATPase-coupled nitrate transmembrane transporter activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances|ATPase activity, coupled to transmembrane movement of substances|ATPase coupled ion transmembrane transporter activity|ATPase-coupled anion transmembrane transporter activity
GO:0031386	protein tag	molecular_function
GO:0016972	thiol oxidase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors|oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor
GO:0050532	2-phosphosulfolactate phosphatase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|phosphoric ester hydrolase activity|phosphatase activity
GO:0006556	S-adenosylmethionine biosynthetic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|coenzyme metabolic process|coenzyme biosynthetic process
GO:0006556	S-adenosylmethionine biosynthetic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|coenzyme metabolic process|coenzyme biosynthetic process
GO:0006556	S-adenosylmethionine biosynthetic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process|coenzyme biosynthetic process
GO:0006556	S-adenosylmethionine biosynthetic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process|coenzyme biosynthetic process
GO:0004615	phosphomannomutase activity	molecular_function|catalytic activity|isomerase activity|intramolecular transferase activity|intramolecular transferase activity, phosphotransferases
GO:0015002	heme-copper terminal oxidase activity	molecular_function|catalytic activity|oxidoreductase activity
GO:0042802	identical protein binding	molecular_function|binding|protein binding
GO:0006458	'de novo' protein folding	biological_process|cellular process|protein folding
GO:0030246	carbohydrate binding	molecular_function|binding
GO:0004335	galactokinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0004335	galactokinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity|carbohydrate kinase activity
GO:0043772	acyl-phosphate glycerol-3-phosphate acyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups other than amino-acyl groups
GO:0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
GO:0009089	lysine biosynthetic process via diaminopimelate	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|cellular amino acid biosynthetic process|lysine biosynthetic process
GO:0008962	phosphatidylglycerophosphatase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|phosphoric ester hydrolase activity|phosphatase activity
GO:0009094	L-phenylalanine biosynthetic process	biological_process|metabolic process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic amino acid family metabolic process|aromatic amino acid family biosynthetic process|aromatic amino acid family biosynthetic process, prephenate pathway
GO:0009094	L-phenylalanine biosynthetic process	biological_process|cellular process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic amino acid family metabolic process|aromatic amino acid family biosynthetic process|aromatic amino acid family biosynthetic process, prephenate pathway
GO:0009094	L-phenylalanine biosynthetic process	biological_process|metabolic process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic amino acid family metabolic process|aromatic amino acid family biosynthetic process|aromatic amino acid family biosynthetic process, prephenate pathway
GO:0009094	L-phenylalanine biosynthetic process	biological_process|cellular process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic amino acid family metabolic process|aromatic amino acid family biosynthetic process|aromatic amino acid family biosynthetic process, prephenate pathway
GO:0009094	L-phenylalanine biosynthetic process	biological_process|metabolic process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic amino acid family metabolic process|aromatic amino acid family biosynthetic process|aromatic amino acid family biosynthetic process, prephenate pathway
GO:0009094	L-phenylalanine biosynthetic process	biological_process|cellular process|cellular metabolic process|cellular aromatic compound metabolic process|aromatic amino acid family metabolic process|aromatic amino acid family biosynthetic process|aromatic amino acid family biosynthetic process, prephenate pathway
GO:0003938	IMP dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the aldehyde or oxo group of donors|oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
GO:0005057	signal transducer activity, downstream of receptor	molecular_function|signal transducer activity
GO:0001664	G-protein coupled receptor binding	molecular_function|binding|protein binding|receptor binding
GO:0046919	pyruvyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups other than amino-acyl groups
GO:0016226	iron-sulfur cluster assembly	biological_process|metabolic process|cellular metabolic process|sulfur compound metabolic process
GO:0016226	iron-sulfur cluster assembly	biological_process|cellular process|cellular metabolic process|sulfur compound metabolic process
GO:0016226	iron-sulfur cluster assembly	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process
GO:0016226	iron-sulfur cluster assembly	biological_process|cellular process|cellular metabolic process|cofactor metabolic process|cofactor biosynthetic process
GO:0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|UDP-glycosyltransferase activity|acetylglucosaminyltransferase activity
GO:0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring hexosyl groups|acetylglucosaminyltransferase activity
GO:0005102	receptor binding	molecular_function|binding|protein binding
GO:0006429	leucyl-tRNA aminoacylation	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|amino acid activation|tRNA aminoacylation|tRNA aminoacylation for protein translation
GO:0009027	tartrate dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0016835	carbon-oxygen lyase activity	molecular_function|catalytic activity|lyase activity
GO:0008777	acetylornithine deacetylase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0043140	ATP-dependent 3'-5' DNA helicase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|ATPase activity|ATPase activity, coupled|ATP-dependent helicase activity|ATP-dependent DNA helicase activity
GO:0043140	ATP-dependent 3'-5' DNA helicase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|helicase activity|DNA helicase activity|ATP-dependent DNA helicase activity
GO:0043140	ATP-dependent 3'-5' DNA helicase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|pyrophosphatase activity|nucleoside-triphosphatase activity|ATPase activity|ATPase activity, coupled|DNA-dependent ATPase activity|ATP-dependent DNA helicase activity
GO:0047961	glycine N-acyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups other than amino-acyl groups|N-acyltransferase activity
GO:0004359	glutaminase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0008150	biological_process	
GO:0005134	interleukin-2 receptor binding	molecular_function|binding|protein binding|receptor binding|cytokine receptor binding
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0000272	polysaccharide catabolic process	biological_process|metabolic process|organic substance metabolic process|carbohydrate metabolic process|polysaccharide metabolic process
GO:0000272	polysaccharide catabolic process	biological_process|metabolic process|primary metabolic process|carbohydrate metabolic process|polysaccharide metabolic process
GO:0008714	AMP nucleosidase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on glycosyl bonds|hydrolase activity, hydrolyzing N-glycosyl compounds
GO:0019867	outer membrane	cellular_component|membrane
GO:0004540	ribonuclease activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity
GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+] activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0018738	S-formylglutathione hydrolase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|thiolester hydrolase activity
GO:0015411	taurine-transporting ATPase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances|ATPase activity, coupled to transmembrane movement of substances|amine-transporting ATPase activity
GO:0016407	acetyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups other than amino-acyl groups
GO:0030054	cell junction	cellular_component
GO:0044877	macromolecular complex binding	molecular_function|binding
GO:0047733	CDP-glucose 4,6-dehydratase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|hydro-lyase activity
GO:0016758	transferase activity, transferring hexosyl groups	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups
GO:0004584	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring hexosyl groups|mannosyltransferase activity
GO:0001530	lipopolysaccharide binding	molecular_function|binding|lipid binding
GO:0016166	phytoene dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the CH-CH group of donors
GO:0015923	mannosidase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on glycosyl bonds|hydrolase activity, hydrolyzing O-glycosyl compounds
GO:0003991	acetylglutamate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0003991	acetylglutamate kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, carboxyl group as acceptor
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function|catalytic activity|oxidoreductase activity
GO:0005496	steroid binding	molecular_function|binding|lipid binding
GO:0005200	structural constituent of cytoskeleton	molecular_function|structural molecule activity
GO:0006725	cellular aromatic compound metabolic process	biological_process|metabolic process|cellular metabolic process
GO:0006725	cellular aromatic compound metabolic process	biological_process|cellular process|cellular metabolic process
GO:0008967	phosphoglycolate phosphatase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|phosphoric ester hydrolase activity|phosphatase activity
GO:0004800	thyroxine 5'-deiodinase activity	molecular_function|catalytic activity|oxidoreductase activity
GO:0016836	hydro-lyase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity
GO:0030492	hemoglobin binding	molecular_function|binding
GO:0004525	ribonuclease III activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|ribonuclease activity|endoribonuclease activity|endoribonuclease activity, producing 5'-phosphomonoesters
GO:0004525	ribonuclease III activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|nuclease activity|endonuclease activity|endoribonuclease activity|endoribonuclease activity, producing 5'-phosphomonoesters
GO:0008134	transcription factor binding	molecular_function|binding|protein binding
GO:0016020	membrane	cellular_component
GO:0016563	obsolete transcription activator activity	
GO:0031263	amine-transporting ATPase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances|ATPase activity, coupled to transmembrane movement of substances
GO:0016773	phosphotransferase activity, alcohol group as acceptor	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups
GO:0004579	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring hexosyl groups|oligosaccharyl transferase activity
GO:0045202	synapse	cellular_component
GO:0005143	interleukin-12 receptor binding	molecular_function|binding|protein binding|receptor binding|cytokine receptor binding
GO:0004368	glycerol-3-phosphate dehydrogenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on CH-OH group of donors|oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor
GO:0003779	actin binding	molecular_function|binding|protein binding|cytoskeletal protein binding
GO:0003715	obsolete transcription termination factor activity	
GO:0046332	SMAD binding	molecular_function|binding|protein binding
GO:0008915	lipid-A-disaccharide synthase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|UDP-glycosyltransferase activity
GO:0008915	lipid-A-disaccharide synthase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring hexosyl groups
GO:0006800	obsolete oxygen and reactive oxygen species metabolic process	
GO:0003735	structural constituent of ribosome	molecular_function|structural molecule activity
GO:0005521	lamin binding	molecular_function|binding|protein binding
GO:0006418	tRNA aminoacylation for protein translation	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process|amino acid activation|tRNA aminoacylation
GO:0048502	thiamine-transporting ATPase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances|ATPase activity, coupled to transmembrane movement of substances
GO:0004349	glutamate 5-kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, carboxyl group as acceptor
GO:0000271	polysaccharide biosynthetic process	biological_process|metabolic process|organic substance metabolic process|carbohydrate metabolic process|polysaccharide metabolic process
GO:0000271	polysaccharide biosynthetic process	biological_process|metabolic process|primary metabolic process|carbohydrate metabolic process|polysaccharide metabolic process
GO:0006807	nitrogen compound metabolic process	biological_process|metabolic process
GO:0005576	extracellular region	cellular_component
GO:0015440	peptide-transporting ATPase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances|ATPase activity, coupled to transmembrane movement of substances
GO:0008415	transferase activity, transferring acyl groups	molecular_function|catalytic activity|transferase activity
GO:0015416	ATPase-coupled organic phosphonate transmembrane transporter activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances|ATPase activity, coupled to transmembrane movement of substances|ATPase coupled ion transmembrane transporter activity|ATPase-coupled anion transmembrane transporter activity
GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function|catalytic activity|hydrolase activity
GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on glycosyl bonds
GO:0047869	dimethylpropiothetin dethiomethylase activity	molecular_function|catalytic activity|lyase activity|carbon-sulfur lyase activity
